市区町村,種別,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
福岡県志免町,商業地,100,100,101.3613861,107.549505,118.1930693,132.4257426,134.9009901,144.8019802,153.4653465,167.0792079,181.9306931
埼玉県白岡市,商業地,100,99.75308642,99.50617284,99.25925926,99.01234568,98.7654321,98.14814815,97.90123457,97.77777778,97.65432099,97.65432099
神奈川県湯河原町,住宅地,100,96.79408138,93.09494451,90.56720099,88.65598027,87.23797781,85.88162762,85.01849568,84.77188656,85.51171393,86.49815043
静岡県袋井市,商業地,100,99.75354282,99.44547135,99.01417129,98.64448552,98.27479975,96.91928527,96.48798521,96.30314233,96.30314233,96.54959951
大阪府富田林市,住宅地,100,99.71926714,99.46315997,99.09377463,98.76871552,98.58648542,97.8427896,97.5571316,97.78861308,98.25650118,99.07899921
和歌山県新宮市,商業地,100,98.40490798,96.93251534,95.58282209,94.35582822,93.25153374,92.26993865,91.04294479,89.81595092,89.32515337,88.95705521
愛知県瀬戸市,商業地,100,100.3267974,101.1642157,101.7361111,102.2058824,103.3088235,101.8382353,101.8382353,102.5939542,103.5743464,104.8611111
広島県熊野町,商業地,100,94.98164015,92.04406365,90.33047736,89.59608323,89.59608323,89.10648715,88.249694,87.39290086,87.6376989,88.73929009
京都府亀岡市,住宅地,100,99.93411145,99.84939759,100.0941265,100.6306476,101.2707078,100.8847892,100.6965361,101.2424699,101.9766566,103.2003012
佐賀県佐賀市,商業地,100,99.41576087,101.1277174,105.5163043,110.1494565,116.576087,120.7744565,125.7201087,134.048913,143.8994565,157.798913
三重県川越町,商業地,100,99.63325183,99.26650367,98.8997555,98.53300733,98.28850856,97.799511,97.55501222,97.55501222,97.799511,98.41075795
愛媛県八幡浜市,商業地,100,96.09279609,92.91819292,90.29304029,88.46153846,86.87423687,85.28693529,83.82173382,82.41758242,81.25763126,80.15873016
神奈川県茅ヶ崎市,工業地,100,103.6585366,107.3170732,109.7560976,112.195122,114.6341463,116.4634146,119.5121951,125.6097561,137.804878,151.2195122
茨城県守谷市,住宅地,100,100.3655108,100.7497657,101.715089,102.8022493,103.8987816,104.2830366,106.6073102,111.8837863,119.606373,132.1743205
大阪府熊取町,商業地,100,100,100.3045067,101.1571255,102.0097442,103.3495737,103.2886724,103.2886724,103.410475,104.3848965,105.4202192
静岡県伊東市,商業地,100,99.15048544,97.9368932,96.72330097,95.57038835,94.41747573,92.90048544,91.44417476,90.16990291,89.13834951,88.28883495
埼玉県越谷市,工業地,100,101.2121212,103.030303,106.0606061,109.0909091,113.3333333,117.8181818,122.4242424,127.2727273,132.1212121,138.1818182
埼玉県蓮田市,商業地,100,99.87878788,99.75757576,99.51515152,99.39393939,99.27272727,98.78787879,98.42424242,98.18181818,98.18181818,98.18181818
鳥取県鳥取市,商業地,100,97.47825129,95.58418676,94.24072239,93.08446206,92.19248981,90.16628125,87.75465257,85.88261205,84.17575157,83.04151525
奈良県橿原市,住宅地,100,100.5197949,101.0039875,101.1962404,101.2603247,101.4810595,101.2674452,101.2318428,101.2816861,101.5237824,101.7801196
静岡県富士宮市,商業地,100,98.79032258,97.7016129,96.53225806,95.48387097,94.39516129,92.78225806,91.41129032,90.32258065,89.7983871,89.43548387
千葉県我孫子市,住宅地,100,98.62363991,97.54022133,96.87064075,96.43820329,95.79187204,95.42918255,95.60122756,100.0883474,107.8582721,113.2242165
山梨県甲府市,商業地,100,99.43039613,99.16285492,99.35272288,99.58574264,99.72382843,98.57599033,97.7302149,97.51445586,97.6180202,98.066799
福岡県北九州市小倉南区,商業地,100,99.31561997,99.23510467,99.03381643,99.33574879,100.1207729,100.5233494,101.2681159,102.5966184,105.5555556,108.6755233
沖縄県嘉手納町,商業地,100,99.75874548,99.75874548,99.87937274,104.7044632,113.1483715,113.0277443,113.5102533,117.7322075,120.6272618,124.2460796
兵庫県神戸市中央区,工業地,100,101.2048193,108.4337349,116.8674699,120.4819277,125.3012048,130.1204819,137.3493976,146.9879518,166.2650602,192.7710843
愛知県津島市,商業地,100,99.51961569,99.35948759,98.71897518,98.03843074,96.75740592,95.07606085,94.27542034,94.07526021,93.95516413,93.83506805
山口県山口市,商業地,100,99.21138351,99.09137665,99.0228013,98.98851363,99.03994514,98.88565061,98.6970684,98.91993828,99.46854106,100.2743014
埼玉県草加市,工業地,100,101.2,103.04,106.92,111.8,115.96,118.04,122.2,126.8,132,138
兵庫県西宮市,工業地,100,102.8,104.8,105.8,106.8,110,112.4,115.2,123.6,140.2,157.12
神奈川県相模原市中央区,工業地,100,101.3988809,102.6378897,104.0367706,105.9152678,108.7929656,110.911271,113.3892886,116.0671463,121.4228617,128.2973621
愛知県高浜市,住宅地,100,101.622772,102.8332003,103.6578877,104.5224794,105.8260176,104.9082203,106.9034318,111.4126097,115.4030327,118.4357542
愛知県名古屋市緑区,工業地,100,100.1792115,101.4336918,101.8518519,101.8518519,102.3297491,100.8363202,101.4336918,104.4205496,107.7658303,113.7992832
奈良県広陵町,商業地,100,100.477327,100.9546539,101.4319809,101.9093079,102.5059666,102.5059666,102.5059666,102.5059666,102.6252983,103.221957
和歌山県田辺市,商業地,100,97.37626714,95.22957662,93.97734049,92.96362552,92.12880143,91.23434705,90.28026237,89.26654741,88.5509839,87.95468098
三重県津市,商業地,100,98.86077626,98.02622864,97.41025301,97.05921314,96.86051133,95.63518347,95.12518214,95.01920784,95.39674129,95.86700225
埼玉県さいたま市岩槻区,住宅地,100,100.0238379,100.3814064,100.488677,100.476758,100.4648391,99.07032181,99.58283671,101.1323004,103.9928486,106.5077473
静岡県島田市,商業地,100,98.18344253,96.66468136,95.29481834,94.2823109,93.41870161,90.32162001,88.5646218,87.37343657,86.45026802,86.15247171
愛知県小牧市,住宅地,100,100.6692757,101.219443,101.58244,101.911406,102.308434,101.6618456,102.1723101,103.4654869,105.3542057,107.1862061
愛知県蟹江町,住宅地,100,100.1696929,100.1696929,100.1696929,100.1696929,100.2036314,98.76124215,98.55761072,100.3733243,101.90056,102.6472086
神奈川県寒川町,工業地,100,105.3254438,109.7633136,112.7218935,115.2662722,119.2307692,123.0769231,127.2189349,134.9112426,146.1538462,158.5798817
埼玉県伊奈町,住宅地,100,101.0050251,101.3006208,101.3301803,101.3301803,101.3006208,100.6503104,100.6503104,101.0641443,101.0641443,101.0641443
愛知県幸田町,住宅地,100,100.2067641,100.3544528,100.4726038,101.0633584,101.8165707,101.2848914,101.5654999,104.0171319,107.0004431,108.8465515
静岡県掛川市,商業地,100,99.64566929,99.33070866,99.13385827,98.97637795,98.77952756,96.69291339,96.22047244,95.94488189,95.90551181,96.1023622
福岡県福岡市博多区,工業地,100,101.8289086,104.0707965,106.3126844,109.380531,118.7020649,128.0235988,145.7227139,169.3215339,197.0501475,222.4188791
奈良県斑鳩町,住宅地,100,100.5506391,101.1406096,101.3962635,101.3569322,101.2782694,100.8456244,100.8259587,101.120944,101.2782694,101.553589
奈良県桜井市,商業地,100,99.41037736,98.78144654,98.15251572,97.52358491,96.89465409,96.22641509,95.59748428,95.24371069,94.92924528,94.61477987
岡山県倉敷市,商業地,100,100.1768659,100.4008961,100.8843297,102.0516449,103.6257517,103.9971701,104.6162009,106.8977715,109.3915812,112.0917345
千葉県鎌ケ谷市,住宅地,100,100.8419635,101.8523196,102.6606045,103.5530858,104.1087817,104.3276922,104.8328703,106.2052707,108.4280542,114.1786646
三重県桑名市,商業地,100,100.0975991,100.1951981,100.624634,101.1711888,102.0691001,101.7177435,101.4444661,101.7763029,102.7718134,104.1382003
静岡県浜松市浜名区,商業地,100,100.2336449,100.2336449,100.5257009,101.1098131,101.8691589,101.2850467,101.2850467,101.635514,102.2780374,102.5700935
埼玉県八潮市,工業地,100,101.0218978,102.0437956,105.6058394,109.1386861,113.1386861,115.3576642,119.4160584,124.0875912,128.7591241,134.5985401
沖縄県宜野湾市,商業地,100,100.5598321,102.2393282,107.6277117,120.1306275,135.3160718,135.6659669,136.645673,141.031024,149.2885468,162.584558
福岡県筑紫野市,商業地,100,101.048951,101.8648019,105.5944056,111.4801865,121.5034965,128.3799534,137.2377622,149.7668998,164.9184149,177.1561772
京都府京都市伏見区,工業地,100,101.7742874,103.9848749,108.0860966,115.823153,127.1087842,126.9633508,131.3845259,139.877836,151.8324607,166.9575334
沖縄県沖縄市,商業地,100,101.5688553,104.4450901,109.5874492,117.7222545,129.6629866,131.0865776,133.7013364,139.1632772,147.0075537,155.4328879
埼玉県北本市,住宅地,100,99.98214605,99.83038743,99.67862882,99.5268702,99.37511159,98.43777897,99.06266738,100.2856633,101.4015354,102.5174076
岐阜県岐南町,商業地,100,100.3480278,100.6960557,101.0440835,101.1600928,101.3921114,101.2761021,101.2761021,102.2041763,102.6682135,103.4802784
福岡県小郡市,商業地,100,95.70765661,93.03944316,91.06728538,90.3712297,90.60324826,92.45939675,94.66357309,100.6960557,112.9930394,122.9698376
福岡県北九州市八幡東区,商業地,100,99.42028986,99.33333333,99.91304348,100.8115942,102.4347826,103.4782609,105.9710145,110.4347826,118.0289855,127.3913043
神奈川県三浦市,住宅地,100,94.42512383,89.75656023,85.78353883,82.46390557,79.72389082,77.14195384,75.59279165,75.61386869,76.34102645,77.58457161
埼玉県飯能市,住宅地,100,99.92876859,100.4095806,100.9438162,100.8102573,100.6677945,100.0356157,100.2047903,100.9260084,102.0835188,102.9561036
広島県坂町,住宅地,100,101.156738,102.891845,105.205321,99.7108155,99.0746096,99.5951417,99.5951417,99.5951417,99.5951417,100.1735107
愛媛県四国中央市,商業地,100,97.40634006,94.98559078,93.54466859,92.27665706,91.12391931,89.79827089,88.58789625,87.78097983,87.26224784,86.91642651
愛媛県今治市,商業地,100,97.81206817,95.55504376,94.17319208,92.99861815,91.7779825,89.77429756,87.77061262,85.88208199,84.54629203,83.57899585
福岡県中間市,商業地,100,97.35327963,94.93670886,92.75028769,91.3693901,90.21864212,88.60759494,87.11162255,87.11162255,87.91714614,88.83774453
埼玉県春日部市,住宅地,100,99.94047366,99.85543603,99.8384285,99.82992474,100.0340151,99.41749224,99.36221778,99.5875675,100.5527446,101.4201284
神奈川県海老名市,工業地,100,102.2909507,104.2382589,105.7273769,107.1019473,108.8201604,110.1947308,111.6838488,113.4020619,115.6930126,120.2749141
兵庫県高砂市,商業地,100,100.5727377,101.8327606,102.7491409,103.7800687,106.3001145,106.8728522,108.0183276,109.5074456,112.2565865,116.838488
福岡県春日市,住宅地,100,101.7790262,106.158968,112.6716604,123.1065335,135.715772,139.9084478,149.7919268,160.2684145,170.8281315,180.8156471
三重県四日市市,商業地,100,100.5524511,101.2446025,102.1272543,103.511557,105.3403607,104.8196596,104.8450597,105.9182118,107.9311659,111.017272
沖縄県那覇市,工業地,100,101.369863,104.9086758,115.2968037,134.7031963,155.2511416,176.9406393,202.0547945,220.3196347,239.7260274,257.9908676
山形県山形市,商業地,100,99.91858666,99.98371733,100.2849467,101.0583734,102.4668241,103.3867948,104.4207441,106.0083042,107.0992429,108.3448669
埼玉県日高市,商業地,100,99.43052392,98.97494305,98.51936219,97.9498861,97.15261959,95.21640091,94.4191344,93.84965831,93.39407745,93.0523918
広島県広島市西区,工業地,100,101.3651877,103.185438,106.2571104,110.9215017,114.9032992,117.1786121,121.7292378,127.4175199,134.2434585,142.2070535
奈良県斑鳩町,商業地,100,99.31740614,99.31740614,99.31740614,99.31740614,99.31740614,98.29351536,97.6109215,97.15585893,96.70079636,96.24573379
愛知県東海市,住宅地,100,100.2273943,100.2875869,100.4347245,100.9630819,101.7188336,101.3911182,103.8255752,111.5904227,118.1447298,120.4454254
兵庫県川西市,工業地,100,99.43181818,99.03409091,98.75,98.57954545,98.46590909,98.46590909,99.03409091,101.1363636,105.6818182,111.0795455
東京都日の出町,住宅地,100,100.4765146,100.4765146,100.4765146,100.4765146,99.93192648,97.27705922,97.07283867,97.48127978,98.77467665,99.52348536
広島県広島市佐伯区,住宅地,100,102.1491663,105.3800009,109.0690095,113.1122762,117.1886071,117.7837608,119.7770535,122.3466062,125.4451845,129.4506636
静岡県静岡市駿河区,工業地,100,99.41242938,99.43502825,99.72881356,100.3615819,100.8587571,100.1581921,100.519774,100.8587571,101.4011299,102.3050847
兵庫県豊岡市,商業地,100,98.25548678,96.42656162,94.93528419,94.17557681,98.25548678,96.20146314,95.04783343,96.67979741,100.0844119,111.1705121
愛知県西尾市,商業地,100,100.4683402,101.3300862,102.0794305,102.772574,103.297115,100.7868115,100.2622705,100.8430124,101.7234919,102.5103035
宮城県仙台市太白区,商業地,100,105.5290486,111.6474881,117.8220601,126.5787258,136.9632332,140.1908504,145.9163626,152.3154645,163.6261577,176.5927589
埼玉県蓮田市,住宅地,100,99.90027425,99.87534281,100.2742458,100.6980803,101.1468462,100.8850661,100.9349289,101.9571179,103.0416355,103.8269758
埼玉県坂戸市,住宅地,100,99.8881318,99.7762636,99.71524458,99.81694295,99.91864131,99.04403539,99.04403539,99.43048917,100.8034171,102.0339673
愛知県名古屋市南区,工業地,100,100,100,100,100.707635,101.0800745,101.0800745,103.8733706,112.1042831,120.2979516,126.2569832
大阪府忠岡町,住宅地,100,99.77658624,99.57551385,99.46380697,99.17336908,98.90527256,97.96693476,97.36371761,97.09562109,97.02859696,97.22966935
大阪府岸和田市,住宅地,100,99.88140162,99.74842767,99.4034142,99.22731357,99.06918239,98.23539982,97.87241689,97.98382749,98.33602875,98.99371069
愛知県常滑市,商業地,100,99.48205697,99.07510174,99.07510174,98.74213836,98.52016278,95.81945986,94.70958195,94.52460229,94.93155753,95.52349242
愛知県幸田町,商業地,100,99.77839335,99.16897507,98.67036011,98.22714681,98.22714681,97.28531856,97.06371191,97.56232687,98.11634349,98.3933518
愛知県弥富市,商業地,100,100,100,100,100,100,98.56035437,98.56035437,97.56367663,96.01328904,94.68438538
大阪府堺市南区,住宅地,100,99.92098609,99.22566372,98.59355247,98.19848293,97.53476612,96.76042984,96.64981037,97.26611884,98.10366625,98.78318584
愛知県東郷町,住宅地,100,101.607565,103.892829,107.1552403,109.6926714,111.3947991,109.9605989,111.4420804,113.4751773,117.85658,121.1505122
奈良県生駒市,住宅地,100,101.1995083,102.013309,102.6448523,103.2382486,103.5900479,103.5264697,103.6663417,104.3996101,105.3744755,106.7392871
奈良県上牧町,商業地,100,97.46696035,95.92511013,95.04405286,94.38325991,93.17180617,90.85903084,88.43612335,85.9030837,84.25110132,83.25991189
東京都瑞穂町,住宅地,100,100.5943209,100.583315,100.572309,100.5172793,100.396214,98.43715606,98.42615012,99.48272067,101.1776359,102.8505393
京都府京都市南区,工業地,100,101.5733626,103.5492133,108.5620198,115.8982803,128.9791438,128.9059641,134.1566045,143.2491767,155.4701793,171.2403952
愛知県豊田市,住宅地,100,103.5194305,106.5919066,110.3361524,114.3266246,117.9236698,116.4222246,118.7105235,122.2219248,125.9367305,129.0172358
熊本県熊本市中央区,住宅地,100,101.793722,103.4466576,106.0903118,108.8799666,112.0294087,113.5937011,116.5293566,120.6695172,125.7534675,132.4694963
愛知県豊山町,住宅地,100,100.1310044,100.1310044,100.1310044,100.1310044,100.1310044,99.49781659,100.1310044,101.8340611,103.8646288,105.1310044
鹿児島県鹿児島市,住宅地,100,99.32637673,99.06193046,99.16020441,99.66408176,100.373441,100.4574206,100.8969732,101.8368295,102.9982489,104.3651503
埼玉県鶴ヶ島市,住宅地,100,99.96739839,99.9891328,100.0326016,100.2390785,100.4455553,99.6087807,99.82612476,100.9997827,103.2601608,104.9663117
沖縄県石垣市,商業地,100,101.4107434,102.0618557,106.4026044,112.8594683,120.7270754,120.1844818,119.6418882,124.3081932,129.6798698,150.8410201
静岡県富士市,商業地,100,98.89698641,97.92200118,97.02580264,96.16899744,95.61749064,94.45538704,93.70691353,93.2834351,93.32282844,93.38191846
福岡県福岡市西区,住宅地,100,102.0783177,104.7216627,108.1707856,112.573085,119.7759544,122.1785486,128.7819977,137.9108731,150.5969636,164.472068
滋賀県栗東市,商業地,100,100.3241491,100.6482982,100.9724473,101.2965964,102.2690438,102.7012426,103.2414911,103.8357645,106.9692058,110.91302
京都府城陽市,住宅地,100,99.89201761,99.91693662,100.2824155,100.3820915,100.8555528,100.4651549,100.5149929,101.9353767,104.2445386,107.4424786
神奈川県藤沢市,工業地,100,100,100,100,100,100.4048583,100.4048583,100.8097166,102.5641026,106.4777328,113.0904184
宮城県仙台市若林区,住宅地,100,106.2783367,114.050693,121.9482707,130.6360378,138.5681592,141.5346086,148.4649596,156.8029708,167.796537,178.833283
愛媛県松山市,住宅地,100,99.53857042,99.13941967,99.47629158,100.0113234,100.6624204,100.8294409,101.0389243,101.3927813,101.7607926,102.1797594
神奈川県秦野市,住宅地,100,97.40999463,94.98477521,92.81031703,90.54271897,88.5903636,86.64517285,85.21225148,84.47071467,84.75729894,85.50600036
兵庫県川西市,住宅地,100,98.73778912,97.36144214,96.19322569,95.6426869,95.47819665,95.2599953,95.82060492,97.07274497,98.54308637,100.5606096
広島県広島市安佐南区,住宅地,100,102.2947665,104.7449848,107.7318824,111.4516248,115.6303205,116.6962766,119.4092827,122.2111185,125.3127545,129.0695092
京都府福知山市,商業地,100,99.27594529,98.55189059,97.85465272,96.88924645,95.97747385,94.77071601,92.75945294,90.34593725,88.73692679,87.10109949
兵庫県伊丹市,工業地,100,100.6423983,101.1777302,101.9807281,103.3190578,104.9250535,106.2633833,108.6723769,113.490364,122.5910064,131.6916488
宮崎県宮崎市,商業地,100,99.19510953,99.02699949,99.13907285,99.58736628,100.3413143,99.94396332,99.54151808,99.46001019,100.3056546,102.4758023
愛知県清須市,住宅地,100,100.4100796,100.6359206,100.778557,101.2421253,101.9374777,101.5987163,101.8958754,103.5183644,105.8183763,108.6651611
埼玉県桶川市,住宅地,100,99.98055231,99.95138079,99.92220926,99.89303773,99.8638662,98.95954881,99.64994166,101.0696227,102.4406846,103.8311941
愛知県蒲郡市,商業地,100,99.11906033,97.91777896,97.0368393,96.98344901,97.30379071,96.3961559,96.31607048,96.90336359,97.83769354,98.23812066
埼玉県白岡市,住宅地,100,100.3202277,100.6048746,100.9784736,101.3520726,101.4410247,101.2809109,101.5299769,102.2060132,102.7930973,103.1844867
静岡県伊豆の国市,商業地,100,98.82666667,97.65333333,96.53333333,95.30666667,93.92,92.16,89.92,87.84,85.97333333,84.21333333
兵庫県神戸市長田区,工業地,100,100,99.82238011,99.82238011,99.82238011,99.82238011,99.71580817,100.1420959,101.1367673,107.9218472,117.5843694
大阪府寝屋川市,工業地,100,100,99.68253968,99.47089947,100.7407407,101.4814815,101.4814815,101.9047619,102.6455026,105.8201058,111.1111111
埼玉県三郷市,工業地,100,101.055409,102.6385224,104.7493404,107.3878628,110.5540897,110.7124011,112.823219,115.3034301,117.9419525,122.1635884
静岡県沼津市,住宅地,100,98.75352676,97.57864151,96.39954521,95.30467006,94.41192572,93.16966354,92.26428602,91.50629553,91.03465701,90.86200362
岡山県岡山市中区,商業地,100,102.0373871,104.3688301,106.9733249,110.1029196,113.8416299,114.4717496,116.0260449,119.5757194,123.7975215,128.9645033
北海道札幌市厚別区,商業地,100,101.3195382,104.7683311,112.7905233,126.1808367,146.9185785,157.7147998,172.6645674,195.7564852,218.068676,229.7195981
北海道札幌市東区,商業地,100,108.1339713,115.0119617,125.2242823,136.6851077,150.583134,156.4144737,166.9781699,189.4811603,215.4829545,232.9171651
埼玉県秩父市,商業地,100,98.84997386,97.85676947,96.96811291,96.70674334,96.44537376,95.50444328,94.61578672,94.45896498,94.45896498,94.45896498
兵庫県明石市,住宅地,100,100.1870704,100.2610285,100.4655007,100.8657444,101.5879231,101.6401288,102.9626729,106.155921,110.375881,114.9699817
長崎県長与町,商業地,100,99.68717414,99.37434828,99.06152242,98.74869656,98.54014599,98.22732013,98.22732013,98.54014599,98.85297185,100
兵庫県神戸市西区,商業地,100,100,100,100,100.6770833,101.3541667,100.8333333,100.8333333,103.6458333,109.1145833,115.3645833
東京都武蔵村山市,工業地,100,101.3513514,102.3908524,104.989605,108.1081081,112.2661123,112.2661123,114.3451143,121.6216216,129.9376299,138.2536383
大阪府羽曳野市,住宅地,100,99.01600721,97.96271915,96.95793777,95.9531564,95.05924745,93.63869448,92.83486938,92.37752062,92.21121197,92.13498718
奈良県奈良市,住宅地,100,101.2581882,102.1309315,102.9237897,103.81251,104.633328,104.6033711,105.3363157,107.1057677,108.8712254,111.2038664
新潟県新潟市中央区,住宅地,100,99.72342947,99.73824575,100.8642829,102.8002766,104.6918214,105.1708811,106.1339392,108.0995654,110.7368629,112.9346108
大阪府八尾市,工業地,100,99.66832504,99.5854063,100,100.9328358,102.1351575,102.1351575,103.026534,105.721393,108.747927,113.3913765
大阪府大阪狭山市,住宅地,100,100.2891964,100.46478,101.1671142,101.6628796,102.416856,102.3239,102.9436067,104.2140054,105.5876885,106.7651312
愛知県尾張旭市,住宅地,100,100.8869637,101.2307481,101.7120462,102.399615,102.8327833,102.0077008,102.750275,104.929868,107.8451595,110.8635864
愛知県清須市,商業地,100,100.5154639,100.5154639,100.8247423,101.2371134,103.0927835,101.8556701,101.8556701,102.9896907,107.2164948,113.4020619
愛知県岡崎市,住宅地,100,101.0578177,101.9852195,102.8111868,104.6853113,106.65282,105.8220226,106.7172229,109.7135681,113.9786504,116.7656861
熊本県熊本市東区,商業地,100,100.4464286,100.6868132,102.5755495,105.5631868,108.5164835,108.6881868,110.3708791,115.5563187,122.7678571,130.8379121
神奈川県横浜市金沢区,工業地,100,102.4189398,105.506948,111.6829645,119.9176531,126.6083376,126.6083376,131.755018,138.9603706,156.9737519,171.384457
大阪府大阪市大正区,工業地,100,99.34931507,98.63013699,98.63013699,98.63013699,98.63013699,97.97945205,98.63013699,101.1986301,106.0958904,113.7328767
静岡県静岡市清水区,住宅地,100,99.19888254,98.4634978,97.59253934,96.9311039,96.21215234,94.53185982,93.49656957,92.9378415,92.80637607,92.92962491
愛知県春日井市,住宅地,100,101.0096329,101.7776159,103.4459929,106.0942103,108.5702936,107.5043861,109.0933166,112.0560098,116.382535,120.8315403
群馬県高崎市,商業地,100,99.91320129,100.7417344,104.08743,108.7272153,113.6431784,114.8978143,115.3160262,115.8368184,116.6890239,117.9594413
茨城県水戸市,商業地,100,97.84762556,96.70310899,95.9685685,95.53296891,95.182781,94.44824052,93.89306457,94.28595832,94.77280492,95.41339255
島根県松江市,商業地,100,98.66772945,97.67706673,97.03939877,96.72056479,96.75472558,96.32202232,95.90070599,95.9462537,96.18537918,96.70917786
京都府亀岡市,商業地,100,99.3852459,99.3852459,100.4098361,100.4098361,100.4098361,100.4098361,100.4098361,101.4344262,101.4344262,101.4344262
愛知県東浦町,商業地,100,100,98.1595092,96.62576687,96.62576687,96.62576687,95.70552147,95.70552147,98.36400818,101.7382413,106.3394683
和歌山県岩出市,商業地,100,100.7150153,100.8171604,100.8171604,100.8171604,100.8171604,99.18283963,97.85495403,96.83350358,96.83350358,97.13993871
和歌山県海南市,商業地,100,97.95918367,96.47959184,94.54081633,92.09183673,89.64285714,87.14285714,85,83.01020408,81.78571429,80.86734694
千葉県八千代市,住宅地,100,99.96302288,99.81973654,99.91680148,100.8319852,101.3681535,101.1786457,101.1740236,101.8396117,103.3464294,105.6852323
愛知県豊川市,商業地,100,99.74599949,98.51409703,97.80289561,97.42189484,97.30759462,96.45669291,96.21539243,96.31699263,96.52019304,96.63449327
沖縄県浦添市,住宅地,100,101.9240506,106.4050633,114.4177215,126.4303797,140,141.1392405,143.6708861,147.8481013,154.1772152,162.278481
愛知県高浜市,商業地,100,100,101.0121457,102.0242915,103.5425101,104.757085,103.1882591,104.2510121,107.1356275,110.0708502,111.5384615
東京都八王子市,工業地,100,101.010101,102.020202,103.5353535,104.5454545,108.5858586,112.1212121,115.1515152,125.7575758,136.3636364,147.979798
愛知県碧南市,商業地,100,100,100,100,100,100.2525253,98.73737374,98.48484848,99.94949495,100.7575758,100.9848485
滋賀県野洲市,商業地,100,102.1201413,103.634528,105.9565876,109.1872792,112.2665321,112.2665321,113.5285209,116.254417,120.0908632,124.5330641
静岡県三島市,住宅地,100,100.4299698,100.7227152,100.7593084,100.841643,100.9422743,100.3842283,100.0823346,100.0640381,100.2835971,100.7135669
愛知県名古屋市中川区,工業地,100,99.69849246,99.69849246,99.69849246,99.69849246,99.69849246,98.09045226,98.49246231,100,101.5075377,102.5125628
神奈川県三浦市,商業地,100,95.47738693,91.20603015,87.18592965,83.91959799,81.15577889,78.3919598,75.87939698,74.87437186,74.87437186,75.6281407
千葉県成田市,商業地,100,103.4448161,106.9899666,109.4983278,112.0401338,114.2474916,112.4080268,111.2374582,112.0735786,113.8795987,118.5618729
愛知県北名古屋市,住宅地,100,100.2673618,100.5347236,100.6283002,100.8020854,101.5306463,100.6617205,101.9651093,103.6027004,106.2562663,107.8604371
埼玉県さいたま市西区,住宅地,100,100.4844637,100.6348146,100.7851654,101.1025727,101.41998,99.7828266,100.5345807,102.221851,104.6274641,106.9662546
埼玉県鴻巣市,商業地,100,99.83311081,99.66622163,99.53271028,99.69959947,99.86648865,99.56608812,99.29906542,99.0987984,98.99866489,99.23230975
広島県三原市,商業地,100,96.4964965,93.99399399,92.27227227,90.71071071,89.56956957,88.58858859,87.82782783,87.06706707,86.68668669,86.34634635
奈良県三郷町,商業地,100,97,94.1,91.3,90.1,89.5,87.9,87,86.6,85.8,85
広島県尾道市,商業地,100,96.8718802,94.60898502,93.36106489,92.71214642,92.41264559,90.9484193,90.19966722,89.76705491,90.08319468,90.36605657
熊本県熊本市西区,商業地,100,100.8451404,101.6902809,103.107134,104.9714144,107.3576933,108.4016903,110.390256,112.3788218,114.6408153,117.4745215
愛知県豊明市,住宅地,100,102.9938135,104.8276624,107.6226248,109.312859,111.5775519,110.329209,111.4670791,115.9412285,120.7799381,125.7180734
福岡県北九州市八幡西区,商業地,100,97.84798535,96.89407814,96.56593407,96.66514042,97.22222222,97.43589744,98.27533578,101.4575702,106.2576313,113.1486569
大阪府堺市南区,工業地,100,100,100,100,100,100.990099,100.990099,102.970297,105.9405941,110.8910891,116.8316832
愛知県あま市,商業地,100,100.0987654,100.0987654,100.0987654,99.85185185,99.50617284,97.87654321,97.38271605,97.38271605,97.87654321,98.51851852
大阪府柏原市,住宅地,100,99.30893449,98.66017911,97.9691136,97.45434031,97.0806008,96.55877583,96.08631267,95.83950356,95.67026303,95.64205627
愛知県岩倉市,住宅地,100,101.7265193,103.0880032,103.3445146,103.9265983,104.6369376,103.6503552,104.3804262,105.6531176,107.0343331,108.2971586
京都府京田辺市,住宅地,100,99.97182702,99.82391886,99.96478377,100.056346,100.1972109,99.64079448,99.96478377,100.8522327,102.0848007,103.1201578
広島県海田町,住宅地,100,103.1865966,107.9829172,112.3193167,116.1629435,121.1563732,123.7187911,126.2812089,128.7779238,131.4060447,135.0197109
福岡県北九州市戸畑区,商業地,100,100.1149237,100.6895419,101.5432605,102.5283205,103.9566574,104.613364,105.4670826,107.5357084,111.4923658,117.7803316
東京都あきる野市,住宅地,100,100.6451217,100.6942738,100.6758417,100.6574097,100.4177931,97.64684198,97.50552961,98.44556402,99.85254362,100.8417302
新潟県長岡市,商業地,100,97.68013369,95.58635604,93.68917723,91.89029785,90.55342573,88.6955667,87.08345621,85.58930502,84.54733117,83.79042564
神奈川県松田町,住宅地,100,98.52579853,96.56019656,94.91400491,93.16953317,91.54791155,89.82800983,88.84520885,88.3046683,88.5995086,88.89434889
愛知県田原市,商業地,100,100,99.45999018,98.91998036,98.42906235,98.18360334,96.75994109,95.92538046,95.92538046,95.92538046,95.92538046
千葉県野田市,商業地,100,99.77131656,99.41195688,99.01992813,98.52989219,97.81117282,96.60241751,95.9163672,95.9163672,96.73309376,97.35380595
福岡県福岡市博多区,住宅地,100,103.7371029,108.1403851,113.2504671,119.8472662,132.7890162,143.0091803,157.9250955,177.9429686,204.5820132,229.2631408
